year_month,NTA2020,Complaint Type,complaint_count
2024-03,BX0301,Litter Basket Request,1
2024-03,BX0301,Missed Collection,4
2024-03,BX0302,Litter Basket Request,1
2024-03,BX0302,Street Sweeping Complaint,1
2024-03,BX0303,Missed Collection,10
2024-03,BX0401,Litter Basket Complaint,1
2024-03,BX0401,Missed Collection,7
2024-03,BX0401,Street Sweeping Complaint,3
2024-03,BX0402,Missed Collection,2
2024-03,BX0402,Street Sweeping Complaint,1
2024-03,BX0403,Litter Basket Complaint,1
2024-03,BX0403,Missed Collection,5
2024-03,BX0403,Street Sweeping Complaint,3
2024-03,BX0501,Missed Collection,6
2024-03,BX0501,Street Sweeping Complaint,1
2024-03,BX0502,Street Sweeping Complaint,1
2024-03,BX0503,Missed Collection,3
2024-03,BX0503,Street Sweeping Complaint,2
2024-03,BX0601,Missed Collection,3
2024-03,BX0601,Street Sweeping Complaint,1
2024-03,BX0602,Litter Basket Request,1
2024-03,BX0602,Missed Collection,9
2024-03,BX0602,Street Sweeping Complaint,5
2024-03,BX0603,Missed Collection,3
2024-03,BX0603,Street Sweeping Complaint,1
2024-03,BX0701,Litter Basket Request,2
2024-03,BX0701,Missed Collection,4
2024-03,BX0702,Litter Basket Request,2
2024-03,BX0702,Missed Collection,6
2024-03,BX0702,Street Sweeping Complaint,4
2024-03,BX0703,Missed Collection,3
2024-03,BX0703,Street Sweeping Complaint,2
2024-03,BX0801,Missed Collection,4
2024-03,BX0802,Litter Basket Complaint,1
2024-03,BX0802,Missed Collection,6
2024-03,BX0803,Litter Basket Complaint,2
2024-03,BX0803,Litter Basket Request,3
2024-03,BX0803,Missed Collection,27
2024-03,BX0901,Litter Basket Complaint,2
2024-03,BX0901,Litter Basket Request,5
2024-03,BX0901,Missed Collection,9
2024-03,BX0901,Street Sweeping Complaint,10
2024-03,BX0902,Missed Collection,7
2024-03,BX0902,Street Sweeping Complaint,1
2024-03,BX0903,Missed Collection,3
2024-03,BX0903,Street Sweeping Complaint,1
2024-03,BX1001,Missed Collection,2
2024-03,BX1001,Street Sweeping Complaint,6
2024-03,BX1002,Litter Basket Request,2
2024-03,BX1002,Missed Collection,27
2024-03,BX1003,Litter Basket Complaint,1
2024-03,BX1003,Litter Basket Request,1
2024-03,BX1003,Missed Collection,20
2024-03,BX1004,Street Sweeping Complaint,1
2024-03,BX1101,Missed Collection,4
2024-03,BX1102,Missed Collection,4
2024-03,BX1102,Street Sweeping Complaint,1
2024-03,BX1103,Missed Collection,2
2024-03,BX1104,Missed Collection,1
2024-03,BX1104,Street Sweeping Complaint,1
2024-03,BX1201,Litter Basket Complaint,1
2024-03,BX1201,Litter Basket Request,1
2024-03,BX1201,Missed Collection,15
2024-03,BX1201,Street Sweeping Complaint,6
2024-03,BX1202,Missed Collection,12
2024-03,BX1203,Missed Collection,14
2024-03,BX1203,Street Sweeping Complaint,1
2024-03,MN0101,Missed Collection,3
2024-03,MN0102,Litter Basket Complaint,1
2024-03,MN0102,Litter Basket Request,1
2024-03,MN0102,Missed Collection,8
2024-03,MN0201,Litter Basket Complaint,2
2024-03,MN0201,Litter Basket Request,1
2024-03,MN0201,Missed Collection,16
2024-03,MN0201,Street Sweeping Complaint,1
2024-03,MN0202,Litter Basket Request,1
2024-03,MN0202,Missed Collection,11
2024-03,MN0202,Street Sweeping Complaint,1
2024-03,MN0203,Litter Basket Request,2
2024-03,MN0203,Missed Collection,20
2024-03,MN0203,Street Sweeping Complaint,3
2024-03,MN0301,Litter Basket Complaint,1
2024-03,MN0301,Missed Collection,6
2024-03,MN0302,Litter Basket Request,2
2024-03,MN0302,Missed Collection,8
2024-03,MN0302,Street Sweeping Complaint,1
2024-03,MN0303,Litter Basket Complaint,1
2024-03,MN0303,Missed Collection,34
2024-03,MN0303,Street Sweeping Complaint,3
2024-03,MN0401,Litter Basket Request,12
2024-03,MN0401,Missed Collection,18
2024-03,MN0401,Street Sweeping Complaint,1
2024-03,MN0402,Litter Basket Complaint,5
2024-03,MN0402,Litter Basket Request,7
2024-03,MN0402,Missed Collection,13
2024-03,MN0501,Litter Basket Request,2
2024-03,MN0501,Missed Collection,7
2024-03,MN0502,Litter Basket Request,1
2024-03,MN0502,Missed Collection,14
2024-03,MN0602,Litter Basket Request,5
2024-03,MN0602,Missed Collection,20
2024-03,MN0602,Street Sweeping Complaint,1
2024-03,MN0603,Litter Basket Complaint,1
2024-03,MN0603,Litter Basket Request,4
2024-03,MN0603,Missed Collection,14
2024-03,MN0604,Missed Collection,7
2024-03,MN0701,Litter Basket Request,2
2024-03,MN0701,Missed Collection,11
2024-03,MN0702,Litter Basket Request,12
2024-03,MN0702,Missed Collection,30
2024-03,MN0702,Street Sweeping Complaint,2
2024-03,MN0703,Litter Basket Request,2
2024-03,MN0703,Missed Collection,13
2024-03,MN0801,Litter Basket Request,4
2024-03,MN0801,Missed Collection,8
2024-03,MN0801,Street Sweeping Complaint,1
2024-03,MN0802,Litter Basket Complaint,4
2024-03,MN0802,Litter Basket Request,8
2024-03,MN0802,Missed Collection,18
2024-03,MN0803,Litter Basket Complaint,1
2024-03,MN0803,Litter Basket Request,1
2024-03,MN0803,Missed Collection,12
2024-03,MN0803,Street Sweeping Complaint,5
2024-03,MN0901,Litter Basket Request,1
2024-03,MN0901,Missed Collection,1
2024-03,MN0901,Street Sweeping Complaint,1
2024-03,MN0903,Litter Basket Complaint,1
2024-03,MN0903,Litter Basket Request,4
2024-03,MN0903,Missed Collection,5
2024-03,MN1001,Litter Basket Request,3
2024-03,MN1001,Missed Collection,14
2024-03,MN1001,Street Sweeping Complaint,11
2024-03,MN1002,Litter Basket Request,4
2024-03,MN1002,Missed Collection,15
2024-03,MN1002,Street Sweeping Complaint,7
2024-03,MN1101,Litter Basket Complaint,1
2024-03,MN1101,Missed Collection,5
2024-03,MN1101,Street Sweeping Complaint,1
2024-03,MN1102,Litter Basket Request,6
2024-03,MN1102,Missed Collection,7
2024-03,MN1102,Street Sweeping Complaint,3
2024-03,MN1201,Litter Basket Request,6
2024-03,MN1201,Missed Collection,5
2024-03,MN1201,Street Sweeping Complaint,4
2024-03,MN1202,Litter Basket Complaint,1
2024-03,MN1202,Litter Basket Request,28
2024-03,MN1202,Missed Collection,1
2024-03,MN1202,Street Sweeping Complaint,1
2024-03,MN1203,Litter Basket Request,1
2024-03,MN1203,Missed Collection,7
2024-03,MN1203,Street Sweeping Complaint,1
2024-03,MN6491,Litter Basket Request,1
2024-03,QN0101,Litter Basket Request,2
2024-03,QN0101,Missed Collection,16
2024-03,QN0101,Street Sweeping Complaint,2
2024-03,QN0102,Missed Collection,6
2024-03,QN0102,Street Sweeping Complaint,1
2024-03,QN0103,Litter Basket Complaint,2
2024-03,QN0103,Litter Basket Request,2
2024-03,QN0103,Missed Collection,23
2024-03,QN0103,Street Sweeping Complaint,2
2024-03,QN0104,Missed Collection,8
2024-03,QN0105,Litter Basket Request,1
2024-03,QN0105,Missed Collection,14
2024-03,QN0105,Street Sweeping Complaint,6
2024-03,QN0191,Litter Basket Request,1
2024-03,QN0201,Litter Basket Request,1
2024-03,QN0201,Missed Collection,12
2024-03,QN0202,Litter Basket Complaint,4
2024-03,QN0202,Missed Collection,13
2024-03,QN0202,Street Sweeping Complaint,2
2024-03,QN0203,Litter Basket Request,1
2024-03,QN0203,Missed Collection,10
2024-03,QN0203,Street Sweeping Complaint,1
2024-03,QN0301,Litter Basket Complaint,2
2024-03,QN0301,Litter Basket Request,3
2024-03,QN0301,Missed Collection,26
2024-03,QN0301,Street Sweeping Complaint,1
2024-03,QN0302,Litter Basket Request,1
2024-03,QN0302,Missed Collection,15
2024-03,QN0302,Street Sweeping Complaint,7
2024-03,QN0303,Missed Collection,7
2024-03,QN0303,Street Sweeping Complaint,5
2024-03,QN0401,Missed Collection,11
2024-03,QN0401,Street Sweeping Complaint,5
2024-03,QN0402,Litter Basket Complaint,1
2024-03,QN0402,Litter Basket Request,4
2024-03,QN0402,Missed Collection,7
2024-03,QN0402,Recycling Basket Complaint,1
2024-03,QN0402,Street Sweeping Complaint,1
2024-03,QN0501,Litter Basket Complaint,2
2024-03,QN0501,Litter Basket Request,1
2024-03,QN0501,Missed Collection,19
2024-03,QN0501,Street Sweeping Complaint,1
2024-03,QN0502,Litter Basket Complaint,11
2024-03,QN0502,Missed Collection,10
2024-03,QN0502,Street Sweeping Complaint,11
2024-03,QN0503,Litter Basket Request,1
2024-03,QN0503,Missed Collection,14
2024-03,QN0504,Missed Collection,4
2024-03,QN0601,Missed Collection,5
2024-03,QN0601,Street Sweeping Complaint,1
2024-03,QN0602,Litter Basket Request,1
2024-03,QN0602,Missed Collection,28
2024-03,QN0602,Street Sweeping Complaint,1
2024-03,QN0701,Missed Collection,18
2024-03,QN0702,Missed Collection,16
2024-03,QN0703,Litter Basket Request,1
2024-03,QN0703,Missed Collection,5
2024-03,QN0704,Missed Collection,18
2024-03,QN0704,Street Sweeping Complaint,1
2024-03,QN0705,Missed Collection,5
2024-03,QN0706,Missed Collection,11
2024-03,QN0707,Missed Collection,10
2024-03,QN0801,Missed Collection,24
2024-03,QN0802,Missed Collection,7
2024-03,QN0803,Missed Collection,12
2024-03,QN0804,Missed Collection,30
2024-03,QN0805,Missed Collection,22
2024-03,QN0901,Missed Collection,8
2024-03,QN0901,Street Sweeping Complaint,3
2024-03,QN0902,Litter Basket Request,1
2024-03,QN0902,Missed Collection,10
2024-03,QN0902,Street Sweeping Complaint,3
2024-03,QN0903,Missed Collection,8
2024-03,QN0904,Litter Basket Request,1
2024-03,QN0904,Missed Collection,7
2024-03,QN0905,Litter Basket Complaint,1
2024-03,QN0905,Missed Collection,8
2024-03,QN1001,Litter Basket Request,1
2024-03,QN1001,Missed Collection,43
2024-03,QN1002,Missed Collection,18
2024-03,QN1003,Missed Collection,18
2024-03,QN1101,Litter Basket Request,1
2024-03,QN1101,Missed Collection,21
2024-03,QN1101,Street Sweeping Complaint,1
2024-03,QN1102,Litter Basket Request,1
2024-03,QN1102,Missed Collection,32
2024-03,QN1102,Street Sweeping Complaint,1
2024-03,QN1103,Missed Collection,23
2024-03,QN1103,Street Sweeping Complaint,3
2024-03,QN1104,Missed Collection,22
2024-03,QN1201,Litter Basket Request,1
2024-03,QN1201,Missed Collection,5
2024-03,QN1201,Street Sweeping Complaint,1
2024-03,QN1202,Litter Basket Request,1
2024-03,QN1202,Missed Collection,35
2024-03,QN1203,Litter Basket Request,1
2024-03,QN1203,Missed Collection,23
2024-03,QN1204,Missed Collection,8
2024-03,QN1204,Street Sweeping Complaint,1
2024-03,QN1205,Litter Basket Request,1
2024-03,QN1205,Missed Collection,32
2024-03,QN1206,Missed Collection,9
2024-03,QN1206,Street Sweeping Complaint,2
2024-03,QN1301,Missed Collection,6
2024-03,QN1302,Litter Basket Request,1
2024-03,QN1302,Missed Collection,16
2024-03,QN1303,Missed Collection,24
2024-03,QN1304,Litter Basket Complaint,1
2024-03,QN1304,Missed Collection,4
2024-03,QN1305,Litter Basket Request,1
2024-03,QN1305,Missed Collection,16
2024-03,QN1306,Missed Collection,7
2024-03,QN1306,Street Sweeping Complaint,1
2024-03,QN1307,Missed Collection,8
2024-03,QN1401,Missed Collection,33
2024-03,QN1402,Litter Basket Request,2
2024-03,QN1402,Missed Collection,17
2024-03,QN1402,Street Sweeping Complaint,3
2024-03,QN1403,Missed Collection,9
2024-03,SI0101,Litter Basket Complaint,2
2024-03,SI0101,Litter Basket Request,1
2024-03,SI0101,Missed Collection,15
2024-03,SI0102,Litter Basket Complaint,1
2024-03,SI0102,Missed Collection,10
2024-03,SI0103,Litter Basket Request,1
2024-03,SI0103,Missed Collection,13
2024-03,SI0104,Litter Basket Request,2
2024-03,SI0104,Missed Collection,31
2024-03,SI0105,Litter Basket Complaint,1
2024-03,SI0105,Missed Collection,18
2024-03,SI0105,Street Sweeping Complaint,1
2024-03,SI0106,Litter Basket Complaint,1
2024-03,SI0106,Missed Collection,25
2024-03,SI0107,Litter Basket Request,1
2024-03,SI0107,Missed Collection,18
2024-03,SI0201,Missed Collection,17
2024-03,SI0202,Litter Basket Request,1
2024-03,SI0202,Missed Collection,11
2024-03,SI0203,Missed Collection,19
2024-03,SI0204,Litter Basket Complaint,2
2024-03,SI0204,Missed Collection,30
2024-03,SI0301,Missed Collection,4
2024-03,SI0302,Missed Collection,36
2024-03,SI0303,Missed Collection,20
2024-03,SI0304,Missed Collection,36
2024-03,SI0305,Missed Collection,12
2024-04,BK0101,Litter Basket Request,1
2024-04,BK0101,Missed Collection,37
2024-04,BK0101,Street Sweeping Complaint,5
2024-04,BK0102,Litter Basket Complaint,1
2024-04,BK0102,Litter Basket Request,2
2024-04,BK0102,Missed Collection,45
2024-04,BK0102,Street Sweeping Complaint,11
2024-04,BK0103,Missed Collection,31
2024-04,BK0104,Litter Basket Complaint,1
2024-04,BK0104,Litter Basket Request,3
2024-04,BK0104,Missed Collection,34
2024-04,BK0104,Street Sweeping Complaint,10
2024-04,BK0201,Litter Basket Complaint,3
2024-04,BK0201,Litter Basket Request,4
2024-04,BK0201,Missed Collection,8
2024-04,BK0201,Street Sweeping Complaint,1
2024-04,BK0202,Missed Collection,11
2024-04,BK0203,Missed Collection,15
2024-04,BK0204,Litter Basket Request,4
2024-04,BK0204,Missed Collection,8
2024-04,BK0204,Street Sweeping Complaint,3
2024-04,BK0301,Litter Basket Complaint,2
2024-04,BK0301,Litter Basket Request,2
2024-04,BK0301,Missed Collection,55
2024-04,BK0301,Street Sweeping Complaint,6
2024-04,BK0302,Litter Basket Complaint,1
2024-04,BK0302,Missed Collection,37
2024-04,BK0302,Street Sweeping Complaint,19
2024-04,BK0401,Litter Basket Request,1
2024-04,BK0401,Missed Collection,14
2024-04,BK0401,Street Sweeping Complaint,7
2024-04,BK0402,Missed Collection,7
2024-04,BK0402,Street Sweeping Complaint,5
2024-04,BK0501,Litter Basket Complaint,1
2024-04,BK0501,Litter Basket Request,1
2024-04,BK0501,Missed Collection,21
2024-04,BK0501,Street Sweeping Complaint,5
2024-04,BK0502,Litter Basket Complaint,1
2024-04,BK0502,Litter Basket Request,2
2024-04,BK0502,Missed Collection,23
2024-04,BK0502,Street Sweeping Complaint,7
2024-04,BK0503,Missed Collection,7
2024-04,BK0503,Street Sweeping Complaint,6
2024-04,BK0504,Street Sweeping Complaint,1
2024-04,BK0505,Litter Basket Request,2
2024-04,BK0505,Missed Collection,7
2024-04,BK0505,Street Sweeping Complaint,6
2024-04,BK0601,Litter Basket Complaint,1
2024-04,BK0601,Litter Basket Request,5
2024-04,BK0601,Missed Collection,38
2024-04,BK0601,Street Sweeping Complaint,5
2024-04,BK0602,Litter Basket Request,3
2024-04,BK0602,Missed Collection,44
2024-04,BK0602,Street Sweeping Complaint,4
2024-04,BK0701,Missed Collection,9
2024-04,BK0701,Street Sweeping Complaint,3
2024-04,BK0702,Litter Basket Complaint,1
2024-04,BK0702,Litter Basket Request,4
2024-04,BK0702,Missed Collection,27
2024-04,BK0702,Recycling Basket Complaint,1
2024-04,BK0702,Street Sweeping Complaint,5
2024-04,BK0703,Litter Basket Request,1
2024-04,BK0703,Missed Collection,15
2024-04,BK0703,Street Sweeping Complaint,3
2024-04,BK0801,Litter Basket Complaint,1
2024-04,BK0801,Litter Basket Request,3
2024-04,BK0801,Missed Collection,8
2024-04,BK0801,Street Sweeping Complaint,1
2024-04,BK0802,Litter Basket Request,3
2024-04,BK0802,Missed Collection,23
2024-04,BK0802,Street Sweeping Complaint,9
2024-04,BK0901,Litter Basket Complaint,1
2024-04,BK0901,Missed Collection,11
2024-04,BK0901,Street Sweeping Complaint,3
2024-04,BK0902,Litter Basket Complaint,3
2024-04,BK0902,Litter Basket Request,5
2024-04,BK0902,Missed Collection,14
2024-04,BK0902,Street Sweeping Complaint,6
2024-04,BK1001,Litter Basket Request,5
2024-04,BK1001,Missed Collection,19
2024-04,BK1001,Street Sweeping Complaint,4
2024-04,BK1002,Litter Basket Request,1
2024-04,BK1002,Missed Collection,19
2024-04,BK1002,Street Sweeping Complaint,3
2024-04,BK1101,Litter Basket Complaint,2
2024-04,BK1101,Missed Collection,20
2024-04,BK1101,Street Sweeping Complaint,9
2024-04,BK1102,Missed Collection,9
2024-04,BK1102,Street Sweeping Complaint,2
2024-04,BK1103,Adopt-A-Basket,1
2024-04,BK1103,Litter Basket Complaint,2
2024-04,BK1103,Litter Basket Request,1
2024-04,BK1103,Missed Collection,17
2024-04,BK1103,Street Sweeping Complaint,5
2024-04,BK1201,Litter Basket Request,1
2024-04,BK1201,Missed Collection,9
2024-04,BK1201,Street Sweeping Complaint,1
2024-04,BK1202,Missed Collection,36
2024-04,BK1202,Street Sweeping Complaint,7
2024-04,BK1203,Litter Basket Complaint,3
2024-04,BK1203,Litter Basket Request,7
2024-04,BK1203,Missed Collection,14
2024-04,BK1203,Street Sweeping Complaint,1
2024-04,BK1204,Litter Basket Complaint,2
2024-04,BK1204,Litter Basket Request,3
2024-04,BK1204,Missed Collection,31
2024-04,BK1204,Street Sweeping Complaint,8
2024-04,BK1301,Litter Basket Complaint,1
2024-04,BK1301,Litter Basket Request,1
2024-04,BK1301,Missed Collection,9
2024-04,BK1301,Recycling Basket Complaint,1
2024-04,BK1301,Street Sweeping Complaint,4
2024-04,BK1302,Missed Collection,5
2024-04,BK1302,Street Sweeping Complaint,6
2024-04,BK1303,Litter Basket Request,1
2024-04,BK1303,Missed Collection,8
2024-04,BK1303,Street Sweeping Complaint,3
2024-04,BK1401,Litter Basket Request,2
2024-04,BK1401,Missed Collection,12
2024-04,BK1401,Street Sweeping Complaint,6
2024-04,BK1402,Litter Basket Request,1
2024-04,BK1402,Missed Collection,21
2024-04,BK1402,Street Sweeping Complaint,11
2024-04,BK1403,Litter Basket Request,2
2024-04,BK1403,Missed Collection,40
2024-04,BK1501,Litter Basket Complaint,1
2024-04,BK1501,Litter Basket Request,1
2024-04,BK1501,Missed Collection,43
2024-04,BK1501,Street Sweeping Complaint,7
2024-04,BK1502,Missed Collection,31
2024-04,BK1502,Street Sweeping Complaint,1
2024-04,BK1503,Litter Basket Complaint,1
2024-04,BK1503,Litter Basket Request,4
2024-04,BK1503,Missed Collection,40
2024-04,BK1503,Street Sweeping Complaint,5
2024-04,BK1601,Missed Collection,9
2024-04,BK1601,Street Sweeping Complaint,5
2024-04,BK1602,Missed Collection,6
2024-04,BK1602,Street Sweeping Complaint,2
2024-04,BK1701,Adopt-A-Basket,1
2024-04,BK1701,Litter Basket Complaint,1
2024-04,BK1701,Litter Basket Request,1
2024-04,BK1701,Missed Collection,11
2024-04,BK1701,Street Sweeping Complaint,2
2024-04,BK1702,Missed Collection,24
2024-04,BK1702,Street Sweeping Complaint,3
2024-04,BK1703,Missed Collection,18
2024-04,BK1703,Street Sweeping Complaint,9
2024-04,BK1704,Litter Basket Request,2
2024-04,BK1704,Missed Collection,8
2024-04,BK1704,Street Sweeping Complaint,2
2024-04,BK1801,Litter Basket Request,1
2024-04,BK1801,Missed Collection,19
2024-04,BK1801,Street Sweeping Complaint,8
2024-04,BK1802,Missed Collection,19
2024-04,BK1803,Litter Basket Complaint,1
2024-04,BK1803,Missed Collection,15
2024-04,BK1803,Street Sweeping Complaint,11
2024-04,BX0101,Litter Basket Complaint,2
2024-04,BX0101,Litter Basket Request,8
2024-04,BX0101,Missed Collection,6
2024-04,BX0101,Street Sweeping Complaint,9
2024-04,BX0102,Litter Basket Request,1
2024-04,BX0102,Missed Collection,9
2024-04,BX0102,Street Sweeping Complaint,1
2024-04,BX0201,Missed Collection,2
2024-04,BX0201,Street Sweeping Complaint,2
2024-04,BX0202,Litter Basket Request,1
2024-04,BX0202,Missed Collection,10
2024-04,BX0202,Street Sweeping Complaint,8
2024-04,BX0301,Litter Basket Request,1
2024-04,BX0301,Missed Collection,2
2024-04,BX0302,Litter Basket Request,1
2024-04,BX0302,Street Sweeping Complaint,1
2024-04,BX0303,Missed Collection,2
2024-04,BX0401,Missed Collection,2
2024-04,BX0401,Street Sweeping Complaint,2
2024-04,BX0402,Litter Basket Request,1
2024-04,BX0402,Missed Collection,2
2024-04,BX0402,Street Sweeping Complaint,2
2024-04,BX0403,Missed Collection,3
2024-04,BX0403,Street Sweeping Complaint,1
2024-04,BX0501,Missed Collection,4
2024-04,BX0501,Street Sweeping Complaint,2
2024-04,BX0502,Missed Collection,3
2024-04,BX0502,Street Sweeping Complaint,3
2024-04,BX0503,Litter Basket Complaint,2
2024-04,BX0503,Missed Collection,3
2024-04,BX0503,Street Sweeping Complaint,1
2024-04,BX0601,Litter Basket Complaint,1
2024-04,BX0601,Missed Collection,3
2024-04,BX0601,Street Sweeping Complaint,2
2024-04,BX0602,Litter Basket Request,1
2024-04,BX0602,Missed Collection,10
2024-04,BX0602,Street Sweeping Complaint,2
2024-04,BX0603,Missed Collection,4
2024-04,BX0603,Street Sweeping Complaint,3
2024-04,BX0701,Litter Basket Complaint,2
2024-04,BX0701,Litter Basket Request,1
2024-04,BX0701,Missed Collection,8
2024-04,BX0701,Street Sweeping Complaint,1
2024-04,BX0702,Missed Collection,5
2024-04,BX0702,Street Sweeping Complaint,3
